pick,pick,natural,natural
Blizzard Strike,Darkness,364,895
Shadow Veil,Ice,135,334
Winter's Wrath,Storm,681,983
Abyssal Wrath,Darkness,947,719
Hurricane Call,Ice,306,338
Winter's Wrath,Darkness,483,253
Storm Surge,Darkness,442,366
Winter's Wrath,Storm,276,826
Absolute Zero,Storm,87,169
Storm Surge,Storm,998,400
Winter's Wrath,Darkness,250,58
Winter's Wrath,Storm,695,752
Infinite Darkness,Darkness,510,790
Dark Nova,Darkness,664,273
Absolute Zero,Storm,979,988
Absolute Zero,Darkness,591,108
Dark Nova,Darkness,746,197
Tempest Fury,Darkness,139,885
Lightning Bolt,Darkness,583,343
Frostbite,Ice,748,233
Frostbite,Darkness,307,934
Frostbite,Darkness,875,815
Glacial Spike,Darkness,380,965
Hurricane Call,Storm,278,904
Frostbite,Ice,424,290
Frostbite,Storm,672,80
Thunderstorm,Storm,872,751
Tempest Fury,Storm,345,957
Abyssal Wrath,Ice,812,999
Absolute Zero,Ice,602,204
Glacial Spike,Darkness,700,551
Dark Eclipse,Storm,544,919
Chain Lightning,Ice,455,177
Shadow Veil,Storm,746,217
Shadow Veil,Ice,89,945
Dark Eclipse,Darkness,498,284
Shadow Veil,Storm,160,987
Absolute Zero,Ice,736,529
Thunder Crash,Storm,266,669
Shadow Veil,Storm,70,802
Glacial Spike,Darkness,838,941
Nightmare Curse,Darkness,932,677
Frozen Prison,Ice,391,320
Dark Nova,Ice,882,280
Infinite Darkness,Storm,409,367
Shadow Veil,Darkness,69,534
Frostbite,Ice,610,552
Chain Lightning,Storm,432,585
Storm Surge,Darkness,129,620
Glacial Spike,Storm,604,919
Hurricane Call,Ice,530,365
Dark Eclipse,Storm,54,404
Hurricane Call,Storm,258,499
Dark Eclipse,Storm,69,852
Frostbite,Storm,890,410
Thunder Crash,Storm,139,268
Tempest Fury,Darkness,438,674
Thunderstorm,Darkness,509,245
Ice Shard,Ice,601,127
Infinite Darkness,Storm,565,407
Infinite Darkness,Darkness,201,350
Nightmare Curse,Ice,613,421
Frozen Prison,Storm,150,891
Ice Age,Ice,438,318
Frostbite,Ice,497,546
Absolute Zero,Storm,764,128
Blizzard Strike,Storm,925,930
Abyssal Wrath,Darkness,228,726
Tempest Fury,Darkness,473,641
Void Strike,Ice,214,806
Absolute Zero,Darkness,330,770
Void Strike,Storm,172,74
Void Strike,Storm,77,916
Glacial Spike,Ice,293,339
Ice Age,Ice,208,718
Shadow Veil,Ice,74,329
Blizzard Strike,Ice,635,794
Frozen Prison,Ice,727,859
Lightning Bolt,Ice,229,523
Tempest Fury,Darkness,39,817
Frostbite,Ice,27,939
Ice Age,Storm,795,285
Ice Shard,Storm,339,966
Winter's Wrath,Ice,125,641
Absolute Zero,Storm,629,516
Frozen Prison,Storm,601,52
Thunder Crash,Storm,507,555
Ice Shard,Ice,213,981
Abyssal Wrath,Storm,857,94
Ice Age,Ice,333,449
Infinite Darkness,Darkness,301,555
Void Strike,Storm,79,281
Frostbite,Darkness,944,569
Winter's Wrath,Storm,829,246
Hurricane Call,Ice,198,793
Storm Surge,Ice,85,815
Thunderstorm,Darkness,730,514
Frostbite,Ice,844,229
Winter's Wrath,Storm,284,407
Ice Age,Darkness,521,837
Void Strike,Ice,782,537
Tempest Fury,Storm,662,161
Storm Surge,Darkness,408,589
Abyssal Wrath,Storm,271,988
Thunder Crash,Ice,832,471
Blizzard Strike,Storm,577,462
Infinite Darkness,Darkness,356,675
Ice Age,Darkness,592,591
Winter's Wrath,Darkness,961,29
Winter's Wrath,Storm,244,714
Thunderstorm,Darkness,84,939
Void Strike,Ice,74,454
Tempest Fury,Ice,534,790
Void Strike,Darkness,93,409
Infinite Darkness,Darkness,458,195
Thunderstorm,Storm,979,418
Glacial Spike,Darkness,379,65
Nightmare Curse,Ice,340,937
Shadow Veil,Darkness,646,182
Dark Nova,Ice,224,202
Abyssal Wrath,Storm,690,158
Frozen Prison,Darkness,903,191
Winter's Wrath,Ice,100,427
Frozen Prison,Darkness,290,171
Lightning Bolt,Darkness,527,788
Blizzard Strike,Darkness,657,30
Void Strike,Ice,264,932
Dark Nova,Darkness,299,895
Blizzard Strike,Ice,708,223
Shadow Veil,Storm,835,3
Absolute Zero,Ice,805,197
Frozen Prison,Storm,340,379
Thunderstorm,Storm,422,350
Ice Age,Storm,589,852
Dark Eclipse,Storm,407,816
Dark Eclipse,Storm,978,532
Ice Age,Ice,578,346
Winter's Wrath,Storm,808,277
Lightning Bolt,Storm,75,980
Ice Age,Darkness,62,398
Glacial Spike,Darkness,198,992
Infinite Darkness,Darkness,376,52
Shadow Veil,Ice,651,164
Absolute Zero,Storm,639,144
Infinite Darkness,Ice,868,88
Frozen Prison,Storm,536,284
Frostbite,Darkness,240,384
Dark Nova,Ice,638,374
Absolute Zero,Storm,344,618
Tempest Fury,Storm,591,166
Glacial Spike,Ice,264,688
Hurricane Call,Darkness,272,856
Void Strike,Storm,225,517
Ice Shard,Storm,826,170
Ice Age,Darkness,953,518
Thunder Crash,Storm,55,625
Infinite Darkness,Storm,75,225
Nightmare Curse,Ice,999,536
Lightning Bolt,Storm,996,46
Shadow Veil,Darkness,667,435
Nightmare Curse,Darkness,534,448
Chain Lightning,Ice,107,728
Tempest Fury,Ice,369,597
Tempest Fury,Storm,95,134
Chain Lightning,Storm,496,356
Hurricane Call,Storm,477,245
Ice Shard,Darkness,161,563
Frozen Prison,Ice,515,487
Dark Nova,Darkness,302,775
Shadow Veil,Storm,628,918
Infinite Darkness,Storm,176,145
Blizzard Strike,Darkness,286,622
Dark Eclipse,Ice,465,891
Absolute Zero,Ice,999,790
Thunder Crash,Ice,680,155
Nightmare Curse,Ice,23,92
Lightning Bolt,Storm,516,32
Dark Nova,Storm,309,649
Hurricane Call,Storm,788,254
Frostbite,Ice,649,825
Frozen Prison,Ice,373,106
Glacial Spike,Ice,97,129
Thunderstorm,Ice,312,36
Infinite Darkness,Ice,189,78
Nightmare Curse,Ice,54,338
Void Strike,Darkness,902,573
Glacial Spike,Storm,334,32
Glacial Spike,Storm,645,250
Chain Lightning,Ice,92,643
Dark Eclipse,Darkness,718,561
Ice Age,Storm,102,645
Tempest Fury,Darkness,286,654
Chain Lightning,Ice,113,542
Absolute Zero,Ice,647,874
Ice Shard,Darkness,352,317
Thunderstorm,Storm,819,508
Absolute Zero,Storm,332,361
Void Strike,Ice,845,345
Dark Eclipse,Darkness,9,381
Tempest Fury,Ice,203,284
Shadow Veil,Storm,517,329
Nightmare Curse,Storm,557,66
Void Strike,Ice,701,448
Frozen Prison,Darkness,978,763
Void Strike,Storm,404,537
Lightning Bolt,Storm,660,830
Frozen Prison,Storm,596,460
Ice Shard,Ice,355,870
Abyssal Wrath,Storm,14,452
Ice Shard,Storm,93,915
Chain Lightning,Storm,113,894
Storm Surge,Storm,732,43
Tempest Fury,Storm,335,430
Hurricane Call,Storm,785,46
Ice Shard,Darkness,836,106
Abyssal Wrath,Ice,639,442
Void Strike,Ice,35,8
Thunder Crash,Storm,119,682
Storm Surge,Ice,96,942
Void Strike,Darkness,714,777
Void Strike,Storm,947,447
Storm Surge,Ice,733,988
Infinite Darkness,Darkness,83,467
Dark Nova,Storm,15,873
Chain Lightning,Ice,390,113
Dark Nova,Darkness,662,621
Infinite Darkness,Storm,714,358
Frozen Prison,Storm,682,57
Storm Surge,Ice,490,793
Dark Eclipse,Ice,733,380
Ice Age,Darkness,466,538
Ice Shard,Darkness,108,104
Nightmare Curse,Darkness,957,614
Blizzard Strike,Storm,433,579
Dark Eclipse,Storm,376,229
Ice Age,Storm,797,838
Hurricane Call,Darkness,701,956
Ice Shard,Storm,770,871
Frozen Prison,Storm,950,758
Dark Nova,Darkness,415,947
Lightning Bolt,Darkness,664,706
Ice Age,Darkness,827,276
Ice Age,Storm,679,552
Ice Age,Ice,440,519
Abyssal Wrath,Darkness,882,474
Chain Lightning,Storm,822,663
Storm Surge,Storm,917,932
Ice Age,Ice,293,157
Tempest Fury,Storm,963,199
Blizzard Strike,Darkness,490,565
Glacial Spike,Darkness,234,443
Void Strike,Ice,350,678
Thunderstorm,Darkness,675,567
Thunder Crash,Darkness,401,934
Storm Surge,Darkness,247,887
Thunderstorm,Storm,292,615
Thunder Crash,Ice,474,64
Infinite Darkness,Storm,828,976
Winter's Wrath,Storm,936,288
Infinite Darkness,Darkness,60,978
Void Strike,Storm,390,127
Dark Eclipse,Ice,760,742
Thunder Crash,Storm,693,811
Dark Eclipse,Darkness,194,812
Nightmare Curse,Ice,487,654
Absolute Zero,Ice,477,657
Glacial Spike,Darkness,812,108
Nightmare Curse,Ice,112,680
Ice Age,Darkness,643,4
Blizzard Strike,Ice,39,74
Chain Lightning,Storm,674,752
Void Strike,Ice,568,332
Tempest Fury,Ice,151,868
Storm Surge,Ice,99,637
Glacial Spike,Darkness,285,248
Storm Surge,Storm,553,770
Thunder Crash,Storm,970,818
Tempest Fury,Darkness,772,360
Winter's Wrath,Storm,597,641
Absolute Zero,Darkness,395,112
Frozen Prison,Storm,312,554
Nightmare Curse,Ice,715,157
Absolute Zero,Darkness,71,755
Winter's Wrath,Storm,460,980
Dark Eclipse,Darkness,489,796
Void Strike,Storm,795,722
Frozen Prison,Darkness,253,994
Tempest Fury,Ice,985,159
Frostbite,Darkness,673,590
Dark Eclipse,Darkness,437,129
Thunderstorm,Storm,909,851
Storm Surge,Ice,790,994
Storm Surge,Storm,620,811
Frozen Prison,Ice,739,799
Storm Surge,Ice,150,104
Storm Surge,Ice,975,421
Frostbite,Darkness,263,376
Winter's Wrath,Ice,783,463
Hurricane Call,Storm,938,52
Ice Age,Ice,839,15
Ice Age,Darkness,385,565
Abyssal Wrath,Darkness,355,785
Shadow Veil,Ice,211,896
Infinite Darkness,Storm,575,734
Nightmare Curse,Storm,1000,133
Nightmare Curse,Darkness,201,892
Shadow Veil,Storm,545,58
Nightmare Curse,Ice,269,82
Void Strike,Ice,286,419
Dark Nova,Darkness,885,499
Ice Shard,Darkness,809,794
Frozen Prison,Ice,792,714
Shadow Veil,Darkness,971,562
Absolute Zero,Darkness,935,780
Storm Surge,Darkness,219,685
Ice Age,Storm,975,860
Dark Nova,Darkness,375,653
Glacial Spike,Storm,231,201
Infinite Darkness,Storm,370,971
Glacial Spike,Darkness,632,162
Ice Age,Storm,287,17
Ice Shard,Ice,751,248
Void Strike,Darkness,597,787
Ice Shard,Storm,829,252
Thunderstorm,Storm,354,283
Hurricane Call,Darkness,98,387
Shadow Veil,Darkness,773,442
Void Strike,Darkness,868,443
Tempest Fury,Darkness,456,599
Infinite Darkness,Darkness,639,581
Thunder Crash,Storm,65,291
Abyssal Wrath,Ice,483,925
Blizzard Strike,Ice,888,45
Ice Age,Ice,868,838
Thunderstorm,Darkness,108,601
Ice Shard,Darkness,428,892
Chain Lightning,Darkness,963,899
Absolute Zero,Darkness,667,615
Thunderstorm,Ice,132,633
Abyssal Wrath,Storm,501,536
Infinite Darkness,Darkness,43,272
Abyssal Wrath,Ice,329,110
Frostbite,Ice,391,2
Absolute Zero,Ice,341,888
Winter's Wrath,Ice,894,229
Shadow Veil,Ice,485,105
Blizzard Strike,Storm,804,71
Tempest Fury,Storm,406,736
Chain Lightning,Darkness,517,271
Glacial Spike,Storm,555,992
Void Strike,Darkness,517,771
Glacial Spike,Storm,507,502
Lightning Bolt,Darkness,786,825
Void Strike,Ice,797,771
Absolute Zero,Ice,338,660
Storm Surge,Ice,83,996
Thunder Crash,Ice,655,60
Dark Nova,Storm,358,799
Nightmare Curse,Darkness,632,419
Chain Lightning,Darkness,880,875
Lightning Bolt,Storm,703,796
Frostbite,Darkness,635,974
Absolute Zero,Darkness,229,792
Storm Surge,Darkness,818,276
Tempest Fury,Ice,603,834
Ice Age,Storm,953,700
Frostbite,Darkness,684,5
Frozen Prison,Ice,910,274
Blizzard Strike,Ice,197,333
Thunderstorm,Storm,502,585
Frostbite,Storm,485,625
Chain Lightning,Ice,987,276
Absolute Zero,Ice,564,224
Hurricane Call,Darkness,276,216
Glacial Spike,Darkness,302,585
Infinite Darkness,Ice,869,538
Storm Surge,Ice,135,138
Winter's Wrath,Storm,491,264
Abyssal Wrath,Darkness,415,834
Ice Shard,Storm,544,172
Shadow Veil,Ice,484,429
Dark Eclipse,Darkness,492,760
Infinite Darkness,Ice,442,875
Storm Surge,Ice,424,285
Blizzard Strike,Ice,663,166
Thunderstorm,Darkness,962,778
Storm Surge,Darkness,749,477
Tempest Fury,Storm,111,367
Tempest Fury,Darkness,824,778
Infinite Darkness,Storm,74,800
Nightmare Curse,Darkness,827,727
Infinite Darkness,Storm,547,431
Ice Age,Ice,762,889
Dark Eclipse,Ice,386,442
Dark Nova,Darkness,800,454
Ice Age,Storm,538,799
Nightmare Curse,Darkness,681,560
Frostbite,Ice,443,581
Storm Surge,Storm,964,203
Tempest Fury,Ice,215,803
Lightning Bolt,Storm,841,454
Thunder Crash,Storm,913,727
Dark Nova,Darkness,848,611
Chain Lightning,Ice,551,605
Blizzard Strike,Storm,798,27
Hurricane Call,Ice,188,592
Shadow Veil,Darkness,351,161
Storm Surge,Darkness,973,138
Winter's Wrath,Ice,901,575
Frostbite,Ice,21,956
Hurricane Call,Ice,273,290
Frostbite,Storm,371,143
Ice Age,Darkness,767,889
Void Strike,Storm,48,847
Dark Nova,Darkness,544,498
Glacial Spike,Darkness,393,863
Hurricane Call,Storm,201,172
Abyssal Wrath,Ice,937,657
Infinite Darkness,Ice,864,321
Hurricane Call,Ice,366,137
Shadow Veil,Storm,531,28
Nightmare Curse,Storm,875,561
Ice Shard,Storm,141,903
Hurricane Call,Ice,120,48
Glacial Spike,Ice,247,436
Absolute Zero,Darkness,556,294
Ice Age,Darkness,986,160
Blizzard Strike,Storm,214,245
Ice Shard,Storm,615,582
Chain Lightning,Ice,517,242
Dark Eclipse,Darkness,659,416
Lightning Bolt,Storm,789,440
Thunderstorm,Storm,77,15
Infinite Darkness,Ice,100,775
Winter's Wrath,Storm,261,35
Storm Surge,Storm,580,178
Frostbite,Ice,480,740
Glacial Spike,Darkness,970,299
Storm Surge,Storm,725,685
Storm Surge,Ice,329,423
Infinite Darkness,Storm,648,980
Frozen Prison,Storm,941,486
Storm Surge,Darkness,542,415
Ice Age,Storm,573,540
Nightmare Curse,Ice,8,627
Absolute Zero,Storm,925,215
Ice Age,Darkness,414,396
Dark Eclipse,Darkness,630,995
Chain Lightning,Darkness,918,359
Hurricane Call,Ice,60,232
Ice Age,Ice,478,773
Thunderstorm,Darkness,838,377
Abyssal Wrath,Storm,326,180
Thunderstorm,Darkness,471,371
Chain Lightning,Storm,476,834
Dark Nova,Darkness,810,452
Tempest Fury,Darkness,574,133
Hurricane Call,Storm,576,358
Blizzard Strike,Ice,143,97
Void Strike,Ice,176,753
Lightning Bolt,Ice,594,622
Ice Age,Storm,10,325
Nightmare Curse,Storm,963,29
Ice Shard,Storm,598,646
Dark Nova,Ice,269,139
Ice Age,Darkness,804,160
Abyssal Wrath,Storm,547,20
Frostbite,Ice,509,185
Blizzard Strike,Ice,832,62
Ice Shard,Storm,507,526
Nightmare Curse,Storm,557,800
Void Strike,Darkness,826,613
Void Strike,Storm,653,468
Thunderstorm,Darkness,937,469
Thunder Crash,Ice,931,375
Abyssal Wrath,Darkness,23,927
Lightning Bolt,Darkness,958,368
Glacial Spike,Storm,170,109
Thunderstorm,Storm,399,267
Dark Eclipse,Darkness,546,218
Ice Shard,Storm,242,78
Ice Shard,Darkness,452,306
Chain Lightning,Ice,505,279
Abyssal Wrath,Storm,692,472
Dark Nova,Storm,344,447
Absolute Zero,Ice,922,227
Thunder Crash,Darkness,588,972
Storm Surge,Ice,258,480
Lightning Bolt,Darkness,342,575
Dark Eclipse,Darkness,463,441
Blizzard Strike,Ice,410,155
Hurricane Call,Ice,807,482
Nightmare Curse,Darkness,40,30
Thunderstorm,Storm,187,430
Abyssal Wrath,Darkness,620,853
Glacial Spike,Ice,945,443
Infinite Darkness,Ice,366,343
Void Strike,Storm,92,552
Hurricane Call,Ice,233,5
Ice Age,Ice,229,582
Ice Shard,Darkness,174,71
Frostbite,Storm,147,429
Frostbite,Ice,330,145
Abyssal Wrath,Ice,88,460
Absolute Zero,Storm,654,690
Thunderstorm,Storm,62,710
Void Strike,Darkness,204,648
Nightmare Curse,Ice,699,257
Dark Eclipse,Ice,41,15
Dark Eclipse,Storm,189,154
Frozen Prison,Storm,873,74
Winter's Wrath,Storm,565,536
Ice Age,Darkness,528,278
Thunderstorm,Storm,681,398
Storm Surge,Storm,642,838
Winter's Wrath,Storm,236,725
Lightning Bolt,Darkness,94,540
Nightmare Curse,Ice,954,862
Hurricane Call,Darkness,811,394
Chain Lightning,Storm,624,972
Ice Age,Darkness,78,903
Winter's Wrath,Darkness,716,854
Storm Surge,Storm,433,152
Infinite Darkness,Darkness,549,768
Frostbite,Storm,531,951
Hurricane Call,Darkness,877,821
Storm Surge,Storm,378,374
Frozen Prison,Darkness,836,999
Thunderstorm,Storm,970,24
Void Strike,Storm,182,108
Storm Surge,Storm,572,830
Dark Nova,Storm,506,537
Ice Shard,Storm,943,250
Absolute Zero,Storm,930,94
Nightmare Curse,Storm,100,465
Chain Lightning,Storm,945,522
Lightning Bolt,Ice,985,212
Frostbite,Storm,976,808
Dark Nova,Darkness,835,750
Absolute Zero,Ice,379,739
Dark Eclipse,Storm,449,846
Infinite Darkness,Ice,824,437
Shadow Veil,Ice,90,658
Tempest Fury,Storm,154,165
Ice Shard,Storm,590,42
Thunder Crash,Storm,526,289
Ice Shard,Ice,669,569
Tempest Fury,Darkness,60,302
Void Strike,Storm,817,343
Chain Lightning,Darkness,45,289
Thunder Crash,Darkness,917,973
Ice Shard,Ice,129,325
Frozen Prison,Darkness,968,527
Glacial Spike,Storm,869,183
Thunder Crash,Darkness,702,17
Void Strike,Darkness,341,187
Infinite Darkness,Ice,851,586
Ice Shard,Storm,473,921
Nightmare Curse,Ice,374,163
Infinite Darkness,Darkness,780,19
Lightning Bolt,Darkness,856,444
Hurricane Call,Darkness,706,284
Lightning Bolt,Storm,233,342
Chain Lightning,Darkness,123,916
Frozen Prison,Darkness,797,543
Dark Eclipse,Ice,84,750
Ice Shard,Ice,339,76
Glacial Spike,Ice,259,414
Lightning Bolt,Darkness,588,939
Winter's Wrath,Ice,787,985
Tempest Fury,Storm,964,760
Thunderstorm,Darkness,968,597
Frostbite,Ice,519,984
Thunderstorm,Darkness,261,647
Ice Age,Storm,192,654
Hurricane Call,Darkness,442,308
Blizzard Strike,Ice,2,255
Frozen Prison,Darkness,793,346
Nightmare Curse,Ice,440,302
Hurricane Call,Darkness,120,62
Absolute Zero,Darkness,401,673
Abyssal Wrath,Ice,607,917
Ice Age,Darkness,453,730
Storm Surge,Darkness,849,872
Thunder Crash,Storm,598,783
Thunderstorm,Darkness,691,767
Lightning Bolt,Storm,72,327
Ice Age,Storm,94,41
Storm Surge,Ice,264,64
Blizzard Strike,Storm,742,916
Hurricane Call,Darkness,2,227
Dark Eclipse,Storm,187,704
Lightning Bolt,Ice,629,753
Frozen Prison,Darkness,277,362
Dark Eclipse,Ice,857,133
Ice Shard,Storm,17,507
Frozen Prison,Ice,809,958
Thunder Crash,Ice,532,609
Tempest Fury,Storm,278,773
Blizzard Strike,Ice,246,697
Glacial Spike,Darkness,192,627
Lightning Bolt,Darkness,287,240
Thunderstorm,Storm,607,639
Blizzard Strike,Ice,587,937
Storm Surge,Storm,683,134
Frostbite,Storm,307,455
Dark Nova,Storm,353,625
Tempest Fury,Darkness,77,820
Absolute Zero,Storm,723,926
Glacial Spike,Storm,807,352
Hurricane Call,Ice,921,196
Thunderstorm,Darkness,390,598
Winter's Wrath,Storm,940,650
Winter's Wrath,Darkness,780,138
Dark Nova,Storm,242,118
Dark Nova,Ice,990,381
Tempest Fury,Storm,158,818
Frostbite,Storm,409,75
Blizzard Strike,Storm,970,256
Nightmare Curse,Ice,965,367
Abyssal Wrath,Storm,603,231
Ice Age,Storm,464,33
Thunderstorm,Darkness,503,32
Storm Surge,Storm,780,964
Abyssal Wrath,Storm,364,815
Nightmare Curse,Storm,715,744
Frostbite,Ice,266,279
Lightning Bolt,Storm,108,988
Dark Nova,Storm,118,427
Blizzard Strike,Storm,205,552
Ice Age,Darkness,401,18
Thunderstorm,Ice,724,966
Storm Surge,Storm,726,352
Chain Lightning,Darkness,102,363
Frozen Prison,Darkness,280,962
Chain Lightning,Storm,385,107
Storm Surge,Ice,254,432
Tempest Fury,Storm,372,529
Dark Nova,Ice,174,880
Absolute Zero,Darkness,304,976
Frozen Prison,Darkness,856,177
Absolute Zero,Darkness,7,282
Glacial Spike,Ice,598,739
Winter's Wrath,Ice,744,715
Void Strike,Darkness,730,85
Absolute Zero,Ice,812,513
Tempest Fury,Ice,467,856
Tempest Fury,Storm,764,715
Tempest Fury,Darkness,90,519
Winter's Wrath,Ice,494,110
Chain Lightning,Storm,215,11
Dark Nova,Ice,919,995
Dark Eclipse,Ice,702,34
Tempest Fury,Storm,144,933
Thunder Crash,Darkness,212,117
Nightmare Curse,Darkness,602,999
Ice Shard,Storm,411,644
Ice Age,Darkness,663,311
Absolute Zero,Storm,625,53
Tempest Fury,Storm,570,231
Dark Eclipse,Storm,411,785
Thunderstorm,Storm,230,188
Lightning Bolt,Ice,231,73
Infinite Darkness,Ice,195,747
Hurricane Call,Ice,885,395
Tempest Fury,Ice,166,166
Ice Age,Storm,221,12
Ice Shard,Ice,34,164
Thunder Crash,Darkness,234,184
Glacial Spike,Darkness,213,517
Hurricane Call,Storm,206,494
Thunderstorm,Ice,103,752
Nightmare Curse,Ice,180,984
Frozen Prison,Ice,190,625
Infinite Darkness,Darkness,619,596
Absolute Zero,Darkness,95,146
Dark Eclipse,Ice,496,160
Frozen Prison,Storm,723,787
Dark Nova,Ice,279,520
Frozen Prison,Storm,494,471
Dark Nova,Darkness,253,977
Infinite Darkness,Ice,958,958
Tempest Fury,Ice,244,542
Frozen Prison,Storm,328,564
Infinite Darkness,Storm,537,400
Ice Age,Ice,659,333
Winter's Wrath,Ice,157,891
Winter's Wrath,Ice,306,733
Winter's Wrath,Storm,169,160
Dark Nova,Storm,590,230
Infinite Darkness,Storm,91,790
Tempest Fury,Darkness,521,332
Ice Shard,Ice,470,804
Tempest Fury,Storm,441,224
Tempest Fury,Ice,322,71
Chain Lightning,Darkness,151,969
Tempest Fury,Storm,205,116
Abyssal Wrath,Darkness,880,366
Thunder Crash,Darkness,916,430
Absolute Zero,Storm,182,353
Infinite Darkness,Darkness,456,255
Frozen Prison,Darkness,791,541
Ice Age,Storm,922,962
Abyssal Wrath,Ice,31,36
Tempest Fury,Darkness,864,358
Frostbite,Ice,94,151
Void Strike,Ice,806,38
Lightning Bolt,Darkness,826,442
Shadow Veil,Ice,641,774
Lightning Bolt,Storm,89,413
Storm Surge,Darkness,25,519
Lightning Bolt,Ice,510,814
Shadow Veil,Ice,449,739
Ice Age,Darkness,553,265
Frozen Prison,Ice,80,394
Chain Lightning,Storm,0,239
Abyssal Wrath,Darkness,680,329
Storm Surge,Storm,171,685
Frostbite,Ice,642,483
Abyssal Wrath,Storm,773,337
Blizzard Strike,Storm,604,940
Abyssal Wrath,Darkness,254,772
Thunder Crash,Ice,922,775
Glacial Spike,Ice,426,65
Thunderstorm,Ice,913,701
Dark Nova,Ice,228,675
Dark Eclipse,Storm,345,869
